name,team,sport,stat,matchup,projection,line,edge,direction,reason,clean_name,augmented_projection,projection_delta,actual
LF  Wyatt Langford,Texas Rangers,mlb,3B,Seattle_Mariners_at_Texas_Rangers,0.03,7.0,-6.97,UNDER,Targeting LF  Wyatt Langford UNDER 7.0 3B. Model projects 0.0 (6.97 edge). Recent trends and opponent weakness support this play.,Wyatt Langford,0.03,0.0,
CF  Ceddanne Rafaela,Boston Red Sox,mlb,3B,Toronto_Blue_Jays_at_Boston_Red_Sox,0.03,7.0,-6.97,UNDER,"Strong +EV opportunity: CF  Ceddanne Rafaela is projected for 0.0 3B vs a line of 7.0, giving a UNDER edge of 6.97. Based on recent form, opponent matchup, and game context.",Ceddanne Rafaela,0.03,0.0,
DH  Masataka Yoshida,Boston Red Sox,mlb,SB,Toronto_Blue_Jays_at_Boston_Red_Sox,0.03,7.0,-6.97,UNDER,DH  Masataka Yoshida shows UNDER value at 7.0 SB. TC projection: 0.0 — edge: 6.97. Strong conviction based on usage rate and defensive matchup.,Masataka Yoshida,0.03,0.0,
RF  Wilyer Abreu,Boston Red Sox,mlb,3B,Toronto_Blue_Jays_at_Boston_Red_Sox,0.03,7.0,-6.97,UNDER,RF  Wilyer Abreu shows UNDER value at 7.0 3B. TC projection: 0.0 — edge: 6.97. Strong conviction based on usage rate and defensive matchup.,Wilyer Abreu,0.03,0.0,
2B  Ketel Marte,Arizona Diamondbacks,mlb,3B,Arizona_Diamondbacks_at_Washington_Nationals,0.03,7.0,-6.97,UNDER,Targeting 2B  Ketel Marte UNDER 7.0 3B. Model projects 0.0 (6.97 edge). Recent trends and opponent weakness support this play.,Ketel Marte,0.03,0.0,
2B  Ketel Marte,Arizona Diamondbacks,mlb,SB,Arizona_Diamondbacks_at_Washington_Nationals,0.03,7.0,-6.97,UNDER,2B  Ketel Marte shows UNDER value at 7.0 SB. TC projection: 0.0 — edge: 6.97. Strong conviction based on usage rate and defensive matchup.,Ketel Marte,0.03,0.0,
1B  Kody Clemens,Minnesota Twins,mlb,3B,Athletics_at_Minnesota_Twins,0.03,7.0,-6.97,UNDER,1B  Kody Clemens shows UNDER value at 7.0 3B. TC projection: 0.0 — edge: 6.97. Strong conviction based on usage rate and defensive matchup.,Kody Clemens,0.03,0.0,
SS  Ryan Kreidler,Minnesota Twins,mlb,3B,Athletics_at_Minnesota_Twins,0.03,7.0,-6.97,UNDER,"Strong +EV opportunity: SS  Ryan Kreidler is projected for 0.0 3B vs a line of 7.0, giving a UNDER edge of 6.97. Based on recent form, opponent matchup, and game context.",Ryan Kreidler,0.03,0.0,
LF  Mauricio Dubón,Atlanta Braves,mlb,SB,Atlanta_Braves_at_Baltimore_Orioles,0.03,7.0,-6.97,UNDER,"Strong +EV opportunity: LF  Mauricio Dubón is projected for 0.0 SB vs a line of 7.0, giving a UNDER edge of 6.97. Based on recent form, opponent matchup, and game context.",Mauricio Dubón,0.03,0.0,
RF  Dylan Beavers,Baltimore Orioles,mlb,HR,Atlanta_Braves_at_Baltimore_Orioles,0.03,7.0,-6.97,UNDER,RF  Dylan Beavers shows UNDER value at 7.0 HR. TC projection: 0.0 — edge: 6.97. Strong conviction based on usage rate and defensive matchup.,Dylan Beavers,0.03,0.0,
SS  Gunnar Henderson,Baltimore Orioles,mlb,3B,Atlanta_Braves_at_Baltimore_Orioles,0.03,7.0,-6.97,UNDER,Targeting SS  Gunnar Henderson UNDER 7.0 3B. Model projects 0.0 (6.97 edge). Recent trends and opponent weakness support this play.,Gunnar Henderson,0.03,0.0,
1B  Pete Alonso,Baltimore Orioles,mlb,SB,Atlanta_Braves_at_Baltimore_Orioles,0.03,7.0,-6.97,UNDER,"Strong +EV opportunity: 1B  Pete Alonso is projected for 0.0 SB vs a line of 7.0, giving a UNDER edge of 6.97. Based on recent form, opponent matchup, and game context.",Pete Alonso,0.03,0.0,
LF  Taylor Ward,Baltimore Orioles,mlb,SB,Atlanta_Braves_at_Baltimore_Orioles,0.03,7.0,-6.97,UNDER,Targeting LF  Taylor Ward UNDER 7.0 SB. Model projects 0.0 (6.97 edge). Recent trends and opponent weakness support this play.,Taylor Ward,0.03,0.0,
CF  Billy Cook,Pittsburgh Pirates,mlb,RBI,Chicago_Cubs_at_Pittsburgh_Pirates,0.03,7.0,-6.97,UNDER,CF  Billy Cook shows UNDER value at 7.0 RBI. TC projection: 0.0 — edge: 6.97. Strong conviction based on usage rate and defensive matchup.,Billy Cook,0.03,0.0,
3B  Ke'Bryan Hayes,Cincinnati Reds,mlb,HR,Cincinnati_Reds_at_St_Louis_Cardinals,0.03,7.0,-6.97,UNDER,3B  Ke'Bryan Hayes shows UNDER value at 7.0 HR. TC projection: 0.0 — edge: 6.97. Strong conviction based on usage rate and defensive matchup.,Ke'Bryan Hayes,0.03,0.0,
3B  Ke'Bryan Hayes,Cincinnati Reds,mlb,2B,Cincinnati_Reds_at_St_Louis_Cardinals,0.03,7.0,-6.97,UNDER,"Strong +EV opportunity: 3B  Ke'Bryan Hayes is projected for 0.0 2B vs a line of 7.0, giving a UNDER edge of 6.97. Based on recent form, opponent matchup, and game context.",Ke'Bryan Hayes,0.03,0.0,
1B  Spencer Steer,Cincinnati Reds,mlb,SB,Cincinnati_Reds_at_St_Louis_Cardinals,0.03,7.0,-6.97,UNDER,1B  Spencer Steer shows UNDER value at 7.0 SB. TC projection: 0.0 — edge: 6.97. Strong conviction based on usage rate and defensive matchup.,Spencer Steer,0.03,0.0,
C   Hunter Feduccia,Tampa Bay Rays,mlb,HR,Cleveland_Guardians_at_Tampa_Bay_Rays,0.03,7.0,-6.97,UNDER,Targeting C   Hunter Feduccia UNDER 7.0 HR. Model projects 0.0 (6.97 edge). Recent trends and opponent weakness support this play.,Hunter Feduccia,0.03,0.0,
2B  Edouard Julien,Colorado Rockies,mlb,HR,Colorado_Rockies_at_Milwaukee_Brewers,0.03,7.0,-6.97,UNDER,Targeting 2B  Edouard Julien UNDER 7.0 HR. Model projects 0.0 (6.97 edge). Recent trends and opponent weakness support this play.,Edouard Julien,0.03,0.0,
3B  Kyle Karros,Colorado Rockies,mlb,SB,Colorado_Rockies_at_Milwaukee_Brewers,0.03,7.0,-6.97,UNDER,Targeting 3B  Kyle Karros UNDER 7.0 SB. Model projects 0.0 (6.97 edge). Recent trends and opponent weakness support this play.,Kyle Karros,0.03,0.0,
RF  Troy Johnston,Colorado Rockies,mlb,HR,Colorado_Rockies_at_Milwaukee_Brewers,0.03,7.0,-6.97,UNDER,"Strong +EV opportunity: RF  Troy Johnston is projected for 0.0 HR vs a line of 7.0, giving a UNDER edge of 6.97. Based on recent form, opponent matchup, and game context.",Troy Johnston,0.03,0.0,
1B  Andrew Vaughn,Milwaukee Brewers,mlb,3B,Colorado_Rockies_at_Milwaukee_Brewers,0.03,7.0,-6.97,UNDER,Targeting 1B  Andrew Vaughn UNDER 7.0 3B. Model projects 0.0 (6.97 edge). Recent trends and opponent weakness support this play.,Andrew Vaughn,0.03,0.0,
2B  Brice Turang,Milwaukee Brewers,mlb,3B,Colorado_Rockies_at_Milwaukee_Brewers,0.03,7.0,-6.97,UNDER,2B  Brice Turang shows UNDER value at 7.0 3B. TC projection: 0.0 — edge: 6.97. Strong conviction based on usage rate and defensive matchup.,Brice Turang,0.03,0.0,
DH  Christian Yelich,Milwaukee Brewers,mlb,3B,Colorado_Rockies_at_Milwaukee_Brewers,0.03,7.0,-6.97,UNDER,"Strong +EV opportunity: DH  Christian Yelich is projected for 0.0 3B vs a line of 7.0, giving a UNDER edge of 6.97. Based on recent form, opponent matchup, and game context.",Christian Yelich,0.03,0.0,
CF  Garrett Mitchell,Milwaukee Brewers,mlb,3B,Colorado_Rockies_at_Milwaukee_Brewers,0.03,7.0,-6.97,UNDER,CF  Garrett Mitchell shows UNDER value at 7.0 3B. TC projection: 0.0 — edge: 6.97. Strong conviction based on usage rate and defensive matchup.,Garrett Mitchell,0.03,0.0,
SS  Nick Allen,Houston Astros,mlb,SB,Houston_Astros_at_Chicago_White_Sox,0.03,7.0,-6.97,UNDER,Targeting SS  Nick Allen UNDER 7.0 SB. Model projects 0.0 (6.97 edge). Recent trends and opponent weakness support this play.,Nick Allen,0.03,0.0,
LF  Zach Dezenzo,Houston Astros,mlb,HR,Houston_Astros_at_Chicago_White_Sox,0.03,7.0,-6.97,UNDER,"Strong +EV opportunity: LF  Zach Dezenzo is projected for 0.0 HR vs a line of 7.0, giving a UNDER edge of 6.97. Based on recent form, opponent matchup, and game context.",Zach Dezenzo,0.03,0.0,
LF  Zach Dezenzo,Houston Astros,mlb,SB,Houston_Astros_at_Chicago_White_Sox,0.03,7.0,-6.97,UNDER,LF  Zach Dezenzo shows UNDER value at 7.0 SB. TC projection: 0.0 — edge: 6.97. Strong conviction based on usage rate and defensive matchup.,Zach Dezenzo,0.03,0.0,
RF  Derek Hill,Philadelphia Phillies,mlb,2B,New_York_Yankees_at_Philadelphia_Phillies,0.03,7.0,-6.97,UNDER,RF  Derek Hill shows UNDER value at 7.0 2B. TC projection: 0.0 — edge: 6.97. Strong conviction based on usage rate and defensive matchup.,Derek Hill,0.03,0.0,
CF  Justin Crawford,Philadelphia Phillies,mlb,3B,New_York_Yankees_at_Philadelphia_Phillies,0.03,7.0,-6.97,UNDER,"Strong +EV opportunity: CF  Justin Crawford is projected for 0.0 3B vs a line of 7.0, giving a UNDER edge of 6.97. Based on recent form, opponent matchup, and game context.",Justin Crawford,0.03,0.0,
CF  Jakob Marsee,Miami Marlins,mlb,3B,San_Diego_Padres_at_Miami_Marlins,0.03,7.0,-6.97,UNDER,"Strong +EV opportunity: CF  Jakob Marsee is projected for 0.0 3B vs a line of 7.0, giving a UNDER edge of 6.97. Based on recent form, opponent matchup, and game context.",Jakob Marsee,0.03,0.0,
3B  Javier Sanoja,Miami Marlins,mlb,HR,San_Diego_Padres_at_Miami_Marlins,0.03,7.0,-6.97,UNDER,"Strong +EV opportunity: 3B  Javier Sanoja is projected for 0.0 HR vs a line of 7.0, giving a UNDER edge of 6.97. Based on recent form, opponent matchup, and game context.",Javier Sanoja,0.03,0.0,
LF  Kyle Stowers,Miami Marlins,mlb,3B,San_Diego_Padres_at_Miami_Marlins,0.03,7.0,-6.97,UNDER,LF  Kyle Stowers shows UNDER value at 7.0 3B. TC projection: 0.0 — edge: 6.97. Strong conviction based on usage rate and defensive matchup.,Kyle Stowers,0.03,0.0,
RF  Myles Straw,Toronto Blue Jays,mlb,HR,Toronto_Blue_Jays_at_Boston_Red_Sox,0.03,7.0,-6.97,UNDER,Targeting RF  Myles Straw UNDER 7.0 HR. Model projects 0.0 (6.97 edge). Recent trends and opponent weakness support this play.,Myles Straw,0.03,0.0,
SS  Andruw Monasterio,Boston Red Sox,mlb,SB,Toronto_Blue_Jays_at_Boston_Red_Sox,0.03,7.0,-6.97,UNDER,"Strong +EV opportunity: SS  Andruw Monasterio is projected for 0.0 SB vs a line of 7.0, giving a UNDER edge of 6.97. Based on recent form, opponent matchup, and game context.",Andruw Monasterio,0.03,0.0,
OF  Jahmai Jones,Boston Red Sox,mlb,2B,Toronto_Blue_Jays_at_Boston_Red_Sox,0.03,7.0,-6.97,UNDER,"Strong +EV opportunity: OF  Jahmai Jones is projected for 0.0 2B vs a line of 7.0, giving a UNDER edge of 6.97. Based on recent form, opponent matchup, and game context.",OF  Jahmai Jones,0.03,0.0,
LF  Jarren Duran,Boston Red Sox,mlb,3B,Toronto_Blue_Jays_at_Boston_Red_Sox,0.03,7.0,-6.97,UNDER,"Strong +EV opportunity: LF  Jarren Duran is projected for 0.0 3B vs a line of 7.0, giving a UNDER edge of 6.97. Based on recent form, opponent matchup, and game context.",Jarren Duran,0.03,0.0,
1B  Willson Contreras,Boston Red Sox,mlb,SB,Toronto_Blue_Jays_at_Boston_Red_Sox,0.03,7.0,-6.97,UNDER,"Strong +EV opportunity: 1B  Willson Contreras is projected for 0.0 SB vs a line of 7.0, giving a UNDER edge of 6.97. Based on recent form, opponent matchup, and game context.",Willson Contreras,0.03,0.0,
CF  Henry Bolte,Athletics,mlb,HR,Athletics_at_Minnesota_Twins,0.04,7.0,-6.96,UNDER,Targeting CF  Henry Bolte UNDER 7.0 HR. Model projects 0.0 (6.96 edge). Recent trends and opponent weakness support this play.,Henry Bolte,0.04,0.0,
2B  Jeff McNeil,Athletics,mlb,HR,Athletics_at_Minnesota_Twins,0.04,7.0,-6.96,UNDER,"Strong +EV opportunity: 2B  Jeff McNeil is projected for 0.0 HR vs a line of 7.0, giving a UNDER edge of 6.96. Based on recent form, opponent matchup, and game context.",Jeff McNeil,0.04,0.0,
RF  Lawrence Butler,Athletics,mlb,HR,Athletics_at_Minnesota_Twins,0.04,7.0,-6.96,UNDER,"Strong +EV opportunity: RF  Lawrence Butler is projected for 0.0 HR vs a line of 7.0, giving a UNDER edge of 6.96. Based on recent form, opponent matchup, and game context.",Lawrence Butler,0.04,0.0,
C   Alex Jackson,Minnesota Twins,mlb,HR,Athletics_at_Minnesota_Twins,0.04,7.0,-6.96,UNDER,Targeting C   Alex Jackson UNDER 7.0 HR. Model projects 0.0 (6.96 edge). Recent trends and opponent weakness support this play.,Alex Jackson,0.04,0.0,
C   Alex Jackson,Minnesota Twins,mlb,BB,Athletics_at_Minnesota_Twins,0.04,7.0,-6.96,UNDER,Targeting C   Alex Jackson UNDER 7.0 BB. Model projects 0.0 (6.96 edge). Recent trends and opponent weakness support this play.,Alex Jackson,0.04,0.0,
2B  Luke Keaschall,Minnesota Twins,mlb,HR,Athletics_at_Minnesota_Twins,0.04,7.0,-6.96,UNDER,2B  Luke Keaschall shows UNDER value at 7.0 HR. TC projection: 0.0 — edge: 6.96. Strong conviction based on usage rate and defensive matchup.,Luke Keaschall,0.04,0.0,
CF  Leody Taveras,Baltimore Orioles,mlb,HR,Atlanta_Braves_at_Baltimore_Orioles,0.04,7.0,-6.96,UNDER,"Strong +EV opportunity: CF  Leody Taveras is projected for 0.0 HR vs a line of 7.0, giving a UNDER edge of 6.96. Based on recent form, opponent matchup, and game context.",Leody Taveras,0.04,0.0,
CF  Dane Myers,Cincinnati Reds,mlb,HR,Cincinnati_Reds_at_St_Louis_Cardinals,0.04,7.0,-6.96,UNDER,Targeting CF  Dane Myers UNDER 7.0 HR. Model projects 0.0 (6.96 edge). Recent trends and opponent weakness support this play.,Dane Myers,0.04,0.0,
CF  TJ Friedl,Cincinnati Reds,mlb,HR,Cincinnati_Reds_at_St_Louis_Cardinals,0.04,7.0,-6.96,UNDER,CF  TJ Friedl shows UNDER value at 7.0 HR. TC projection: 0.0 — edge: 6.96. Strong conviction based on usage rate and defensive matchup.,TJ Friedl,0.04,0.0,
CF  Petey Halpin,Cleveland Guardians,mlb,HR,Cleveland_Guardians_at_Tampa_Bay_Rays,0.04,7.0,-6.96,UNDER,CF  Petey Halpin shows UNDER value at 7.0 HR. TC projection: 0.0 — edge: 6.96. Strong conviction based on usage rate and defensive matchup.,Petey Halpin,0.04,0.0,
C   Nick Fortes,Tampa Bay Rays,mlb,HR,Cleveland_Guardians_at_Tampa_Bay_Rays,0.04,7.0,-6.96,UNDER,C   Nick Fortes shows UNDER value at 7.0 HR. TC projection: 0.0 — edge: 6.96. Strong conviction based on usage rate and defensive matchup.,Nick Fortes,0.04,0.0,
RF  Victor Mesa Jr.,Tampa Bay Rays,mlb,2B,Cleveland_Guardians_at_Tampa_Bay_Rays,0.04,7.0,-6.96,UNDER,Targeting RF  Victor Mesa Jr. UNDER 7.0 2B. Model projects 0.0 (6.96 edge). Recent trends and opponent weakness support this play.,Victor Mesa Jr.,0.04,0.0,
LF  Mickey Moniak,Colorado Rockies,mlb,3B,Colorado_Rockies_at_Milwaukee_Brewers,0.04,7.0,-6.96,UNDER,LF  Mickey Moniak shows UNDER value at 7.0 3B. TC projection: 0.0 — edge: 6.96. Strong conviction based on usage rate and defensive matchup.,Mickey Moniak,0.04,0.0,
RF  Troy Johnston,Colorado Rockies,mlb,SB,Colorado_Rockies_at_Milwaukee_Brewers,0.04,7.0,-6.96,UNDER,"Strong +EV opportunity: RF  Troy Johnston is projected for 0.0 SB vs a line of 7.0, giving a UNDER edge of 6.96. Based on recent form, opponent matchup, and game context.",Troy Johnston,0.04,0.0,
1B  Andrew Vaughn,Milwaukee Brewers,mlb,HR,Colorado_Rockies_at_Milwaukee_Brewers,0.04,7.0,-6.96,UNDER,"Strong +EV opportunity: 1B  Andrew Vaughn is projected for 0.0 HR vs a line of 7.0, giving a UNDER edge of 6.96. Based on recent form, opponent matchup, and game context.",Andrew Vaughn,0.04,0.0,
CF  James Outman,Detroit Tigers,mlb,HR,Kansas_City_Royals_at_Detroit_Tigers,0.04,7.0,-6.96,UNDER,Targeting CF  James Outman UNDER 7.0 HR. Model projects 0.0 (6.96 edge). Recent trends and opponent weakness support this play.,James Outman,0.04,0.0,
2B  Bryson Stott,Philadelphia Phillies,mlb,3B,New_York_Yankees_at_Philadelphia_Phillies,0.04,7.0,-6.96,UNDER,Targeting 2B  Bryson Stott UNDER 7.0 3B. Model projects 0.0 (6.96 edge). Recent trends and opponent weakness support this play.,Bryson Stott,0.04,0.0,
CF  Jakob Marsee,Miami Marlins,mlb,HR,San_Diego_Padres_at_Miami_Marlins,0.04,7.0,-6.96,UNDER,CF  Jakob Marsee shows UNDER value at 7.0 HR. TC projection: 0.0 — edge: 6.96. Strong conviction based on usage rate and defensive matchup.,Jakob Marsee,0.04,0.0,
3B  Leo Jiménez,Miami Marlins,mlb,HR,San_Diego_Padres_at_Miami_Marlins,0.04,7.0,-6.96,UNDER,"Strong +EV opportunity: 3B  Leo Jiménez is projected for 0.0 HR vs a line of 7.0, giving a UNDER edge of 6.96. Based on recent form, opponent matchup, and game context.",Leo Jiménez,0.04,0.0,
RF  Brandon Nimmo,Texas Rangers,mlb,3B,Seattle_Mariners_at_Texas_Rangers,0.04,7.0,-6.96,UNDER,"Strong +EV opportunity: RF  Brandon Nimmo is projected for 0.0 3B vs a line of 7.0, giving a UNDER edge of 6.96. Based on recent form, opponent matchup, and game context.",Brandon Nimmo,0.04,0.0,
C   Elias Díaz,Texas Rangers,mlb,BB,Seattle_Mariners_at_Texas_Rangers,0.04,7.0,-6.96,UNDER,"Strong +EV opportunity: C   Elias Díaz is projected for 0.0 BB vs a line of 7.0, giving a UNDER edge of 6.96. Based on recent form, opponent matchup, and game context.",Elias Díaz,0.04,0.0,
C   Gabriel Moreno,Arizona Diamondbacks,mlb,SB,Arizona_Diamondbacks_at_Washington_Nationals,0.04,7.0,-6.96,UNDER,"Strong +EV opportunity: C   Gabriel Moreno is projected for 0.0 SB vs a line of 7.0, giving a UNDER edge of 6.96. Based on recent form, opponent matchup, and game context.",Gabriel Moreno,0.04,0.0,
LF  Tim Tawa,Arizona Diamondbacks,mlb,SB,Arizona_Diamondbacks_at_Washington_Nationals,0.04,7.0,-6.96,UNDER,LF  Tim Tawa shows UNDER value at 7.0 SB. TC projection: 0.0 — edge: 6.96. Strong conviction based on usage rate and defensive matchup.,Tim Tawa,0.04,0.0,
SS  Alika Williams,Athletics,mlb,HR,Athletics_at_Minnesota_Twins,0.04,7.0,-6.96,UNDER,"Strong +EV opportunity: SS  Alika Williams is projected for 0.0 HR vs a line of 7.0, giving a UNDER edge of 6.96. Based on recent form, opponent matchup, and game context.",Alika Williams,0.04,0.0,
SS  Jacob Wilson,Athletics,mlb,SB,Athletics_at_Minnesota_Twins,0.04,7.0,-6.96,UNDER,SS  Jacob Wilson shows UNDER value at 7.0 SB. TC projection: 0.0 — edge: 6.96. Strong conviction based on usage rate and defensive matchup.,Jacob Wilson,0.04,0.0,
3B  Nick Gonzales,Pittsburgh Pirates,mlb,SB,Chicago_Cubs_at_Pittsburgh_Pirates,0.04,7.0,-6.96,UNDER,"Strong +EV opportunity: 3B  Nick Gonzales is projected for 0.0 SB vs a line of 7.0, giving a UNDER edge of 6.96. Based on recent form, opponent matchup, and game context.",Nick Gonzales,0.04,0.0,
SS  Elly De La Cruz,Cincinnati Reds,mlb,3B,Cincinnati_Reds_at_St_Louis_Cardinals,0.04,7.0,-6.96,UNDER,"Strong +EV opportunity: SS  Elly De La Cruz is projected for 0.0 3B vs a line of 7.0, giving a UNDER edge of 6.96. Based on recent form, opponent matchup, and game context.",Elly De La Cruz,0.04,0.0,
CF  Petey Halpin,Cleveland Guardians,mlb,BB,Cleveland_Guardians_at_Tampa_Bay_Rays,0.04,7.0,-6.96,UNDER,CF  Petey Halpin shows UNDER value at 7.0 BB. TC projection: 0.0 — edge: 6.96. Strong conviction based on usage rate and defensive matchup.,Petey Halpin,0.04,0.0,
SS  Ezequiel Tovar,Colorado Rockies,mlb,SB,Colorado_Rockies_at_Milwaukee_Brewers,0.04,7.0,-6.96,UNDER,SS  Ezequiel Tovar shows UNDER value at 7.0 SB. TC projection: 0.0 — edge: 6.96. Strong conviction based on usage rate and defensive matchup.,Ezequiel Tovar,0.04,0.0,
C   Hunter Goodman,Colorado Rockies,mlb,SB,Colorado_Rockies_at_Milwaukee_Brewers,0.04,7.0,-6.96,UNDER,"Strong +EV opportunity: C   Hunter Goodman is projected for 0.0 SB vs a line of 7.0, giving a UNDER edge of 6.96. Based on recent form, opponent matchup, and game context.",Hunter Goodman,0.04,0.0,
RF  Tyler Freeman,Colorado Rockies,mlb,HR,Colorado_Rockies_at_Milwaukee_Brewers,0.04,7.0,-6.96,UNDER,RF  Tyler Freeman shows UNDER value at 7.0 HR. TC projection: 0.0 — edge: 6.96. Strong conviction based on usage rate and defensive matchup.,Tyler Freeman,0.04,0.0,
3B  Colt Keith,Detroit Tigers,mlb,SB,Kansas_City_Royals_at_Detroit_Tigers,0.04,7.0,-6.96,UNDER,"Strong +EV opportunity: 3B  Colt Keith is projected for 0.0 SB vs a line of 7.0, giving a UNDER edge of 6.96. Based on recent form, opponent matchup, and game context.",Colt Keith,0.04,0.0,
CF  James Outman,Detroit Tigers,mlb,2B,Kansas_City_Royals_at_Detroit_Tigers,0.04,7.0,-6.96,UNDER,CF  James Outman shows UNDER value at 7.0 2B. TC projection: 0.0 — edge: 6.96. Strong conviction based on usage rate and defensive matchup.,James Outman,0.04,0.0,
CF  Matt Vierling,Detroit Tigers,mlb,SB,Kansas_City_Royals_at_Detroit_Tigers,0.04,7.0,-6.96,UNDER,CF  Matt Vierling shows UNDER value at 7.0 SB. TC projection: 0.0 — edge: 6.96. Strong conviction based on usage rate and defensive matchup.,Matt Vierling,0.04,0.0,
2B  Zach McKinstry,Detroit Tigers,mlb,HR,Kansas_City_Royals_at_Detroit_Tigers,0.04,7.0,-6.96,UNDER,"Strong +EV opportunity: 2B  Zach McKinstry is projected for 0.0 HR vs a line of 7.0, giving a UNDER edge of 6.96. Based on recent form, opponent matchup, and game context.",Zach McKinstry,0.04,0.0,
1B  Bryce Harper,Philadelphia Phillies,mlb,SB,New_York_Yankees_at_Philadelphia_Phillies,0.04,7.0,-6.96,UNDER,Targeting 1B  Bryce Harper UNDER 7.0 SB. Model projects 0.0 (6.96 edge). Recent trends and opponent weakness support this play.,Bryce Harper,0.04,0.0,
RF  Brandon Nimmo,Texas Rangers,mlb,SB,Seattle_Mariners_at_Texas_Rangers,0.04,7.0,-6.96,UNDER,Targeting RF  Brandon Nimmo UNDER 7.0 SB. Model projects 0.0 (6.96 edge). Recent trends and opponent weakness support this play.,Brandon Nimmo,0.04,0.0,
RF  Myles Straw,Toronto Blue Jays,mlb,SB,Toronto_Blue_Jays_at_Boston_Red_Sox,0.04,7.0,-6.96,UNDER,Targeting RF  Myles Straw UNDER 7.0 SB. Model projects 0.0 (6.96 edge). Recent trends and opponent weakness support this play.,Myles Straw,0.04,0.0,
OF  Jahmai Jones,Boston Red Sox,mlb,HR,Toronto_Blue_Jays_at_Boston_Red_Sox,0.04,7.0,-6.96,UNDER,"Strong +EV opportunity: OF  Jahmai Jones is projected for 0.0 HR vs a line of 7.0, giving a UNDER edge of 6.96. Based on recent form, opponent matchup, and game context.",OF  Jahmai Jones,0.04,0.0,
